mention,start,end,label,tool,source_text_id,sentence,full_text,application_context
UK,1534,1536,GPE,spacy,W4405200617,"Although the monitoring period did not encompass widespread flood inducing storms, we demonstrate that the magnitude of the sediment and total phosphorus (TP) losses from the tramline plots across the study sites are significant in the UK context.","The use of tramlines or wheelings to carry out agricultural operations, such as spraying and fertilizer applications, is common across the world. They are often orientated up and down the slope and the soil that is driven on becomes compacted because of machinery weight transferring stress through the soil profile. This compaction leads to tramlines becoming conduits for water moving over the soil surface. Like water, sediment and phosphorus are also detached and transported. Reducing surface runoff and diffuse pollution losses from surface runoff associated with wheelings has received some research attention, but results are often difficult to interpret. This is because of the low number of replicates that are possible in agricultural landscapes, if the research is to be conducted at meaningful scales and to remain feasible. To address this, we utilize effect sizes and confidence intervals to analyse surface runoff and diffuse pollution data from a series of studies at five arable field sites, in the UK where surface runoff, sediment and phosphorus was collected from hillslope scale tramline plots utilizing the same methodology. In addition, we tested the impact of very flexible tyres, rotary harrows and a surface profiler roller on surface runoff and diffuse pollution loses. Although the monitoring period did not encompass widespread flood inducing storms, we demonstrate that the magnitude of the sediment and total phosphorus (TP) losses from the tramline plots across the study sites are significant in the UK context. Annual sediment losses from the study plots are in the order of 0.5–4.5 Mg ha −1 yr. −1 and consistent with the magnitudes of soil erosion in the UK. TP fluxes observed at the study plots, ranged between 0.8 and 3.9 kg ha −1 yr. −1 , are consistent with the TP losses reported for surface runoff from arable plots in the UK. By utilizing effect size analysis, we demonstrate the significant impact of tramline mitigation on surface runoff and diffuse pollution losses. The rotary harrow performed best overall, and the combination of the rotary harrow and the very flexible tyre was superior to all other methods. This was the case for all treatments apart from some, where the surface profiler performed well in reducing sediment fluxes. Our work supports the need for incorporating tramline management measures into soil management strategies for arable landscapes and provides evidence for policymakers developing measures for agri‐environmental schemes.",Soil Management and Crop Yield
UK,1692,1694,GPE,spacy,W4405200617,−1 and consistent with the magnitudes of soil erosion in the UK.,"The use of tramlines or wheelings to carry out agricultural operations, such as spraying and fertilizer applications, is common across the world. They are often orientated up and down the slope and the soil that is driven on becomes compacted because of machinery weight transferring stress through the soil profile. This compaction leads to tramlines becoming conduits for water moving over the soil surface. Like water, sediment and phosphorus are also detached and transported. Reducing surface runoff and diffuse pollution losses from surface runoff associated with wheelings has received some research attention, but results are often difficult to interpret. This is because of the low number of replicates that are possible in agricultural landscapes, if the research is to be conducted at meaningful scales and to remain feasible. To address this, we utilize effect sizes and confidence intervals to analyse surface runoff and diffuse pollution data from a series of studies at five arable field sites, in the UK where surface runoff, sediment and phosphorus was collected from hillslope scale tramline plots utilizing the same methodology. In addition, we tested the impact of very flexible tyres, rotary harrows and a surface profiler roller on surface runoff and diffuse pollution loses. Although the monitoring period did not encompass widespread flood inducing storms, we demonstrate that the magnitude of the sediment and total phosphorus (TP) losses from the tramline plots across the study sites are significant in the UK context. Annual sediment losses from the study plots are in the order of 0.5–4.5 Mg ha −1 yr. −1 and consistent with the magnitudes of soil erosion in the UK. TP fluxes observed at the study plots, ranged between 0.8 and 3.9 kg ha −1 yr. −1 , are consistent with the TP losses reported for surface runoff from arable plots in the UK. By utilizing effect size analysis, we demonstrate the significant impact of tramline mitigation on surface runoff and diffuse pollution losses. The rotary harrow performed best overall, and the combination of the rotary harrow and the very flexible tyre was superior to all other methods. This was the case for all treatments apart from some, where the surface profiler performed well in reducing sediment fluxes. Our work supports the need for incorporating tramline management measures into soil management strategies for arable landscapes and provides evidence for policymakers developing measures for agri‐environmental schemes.",Soil Management and Crop Yield
UK,1867,1869,GPE,spacy,W4405200617,"−1 , are consistent with the TP losses reported for surface runoff from arable plots in the UK.","The use of tramlines or wheelings to carry out agricultural operations, such as spraying and fertilizer applications, is common across the world. They are often orientated up and down the slope and the soil that is driven on becomes compacted because of machinery weight transferring stress through the soil profile. This compaction leads to tramlines becoming conduits for water moving over the soil surface. Like water, sediment and phosphorus are also detached and transported. Reducing surface runoff and diffuse pollution losses from surface runoff associated with wheelings has received some research attention, but results are often difficult to interpret. This is because of the low number of replicates that are possible in agricultural landscapes, if the research is to be conducted at meaningful scales and to remain feasible. To address this, we utilize effect sizes and confidence intervals to analyse surface runoff and diffuse pollution data from a series of studies at five arable field sites, in the UK where surface runoff, sediment and phosphorus was collected from hillslope scale tramline plots utilizing the same methodology. In addition, we tested the impact of very flexible tyres, rotary harrows and a surface profiler roller on surface runoff and diffuse pollution loses. Although the monitoring period did not encompass widespread flood inducing storms, we demonstrate that the magnitude of the sediment and total phosphorus (TP) losses from the tramline plots across the study sites are significant in the UK context. Annual sediment losses from the study plots are in the order of 0.5–4.5 Mg ha −1 yr. −1 and consistent with the magnitudes of soil erosion in the UK. TP fluxes observed at the study plots, ranged between 0.8 and 3.9 kg ha −1 yr. −1 , are consistent with the TP losses reported for surface runoff from arable plots in the UK. By utilizing effect size analysis, we demonstrate the significant impact of tramline mitigation on surface runoff and diffuse pollution losses. The rotary harrow performed best overall, and the combination of the rotary harrow and the very flexible tyre was superior to all other methods. This was the case for all treatments apart from some, where the surface profiler performed well in reducing sediment fluxes. Our work supports the need for incorporating tramline management measures into soil management strategies for arable landscapes and provides evidence for policymakers developing measures for agri‐environmental schemes.",Soil Management and Crop Yield
Greater Accra,284,297,GPE,spacy,W4405887498,"The Densu River Basin, located in the Greater Accra region of Ghana, has experienced flooding incidents, partly attributed to changes in land use and land cover.","Accurate estimation of runoff depth and volume is essential for effective watershed management. Runoff, resulting from rainfall, is influenced by numerous factors, including soil type, vegetation, land use patterns, and rainfall characteristics. The Densu River Basin, located in the Greater Accra region of Ghana, has experienced flooding incidents, partly attributed to changes in land use and land cover. To address these challenges and facilitate proper flood management, drainage network design, hydropower generation, and other applications, this study aims to estimate surface runoff depth in the Densu River Basin, Ghana. The Natural Resources Conservation Services Curve Number (NRCS-CN) method, combined with Geographic Information System (GIS) and Remote Sensing (RS), is employed for runoff depth estimation. The research involves supervised classification of Landsat images from 2001, 2011, and 2022 to determine land use patterns, calculate grass cover percentages, identify hydrologic soil categories, extract rainfall intensity data, compute maximum soil storage, and estimate runoff depths for 10 year, 25 year, and 50 year return periods. The study reveals a significant increase in direct surface runoff depth, from 138.29 mm to 144.70 mm, for soil type D (Clay loam), the dominant soil type in the basin, during the 10 year return period, attributed to changes in land use and climate within the basin. The findings from this study hold valuable insights for mitigating environmental hazards in the area and improving water resource management.",Hydrology and Watershed Management Studies
Ghana,308,313,GPE,spacy,W4405887498,"The Densu River Basin, located in the Greater Accra region of Ghana, has experienced flooding incidents, partly attributed to changes in land use and land cover.","Accurate estimation of runoff depth and volume is essential for effective watershed management. Runoff, resulting from rainfall, is influenced by numerous factors, including soil type, vegetation, land use patterns, and rainfall characteristics. The Densu River Basin, located in the Greater Accra region of Ghana, has experienced flooding incidents, partly attributed to changes in land use and land cover. To address these challenges and facilitate proper flood management, drainage network design, hydropower generation, and other applications, this study aims to estimate surface runoff depth in the Densu River Basin, Ghana. The Natural Resources Conservation Services Curve Number (NRCS-CN) method, combined with Geographic Information System (GIS) and Remote Sensing (RS), is employed for runoff depth estimation. The research involves supervised classification of Landsat images from 2001, 2011, and 2022 to determine land use patterns, calculate grass cover percentages, identify hydrologic soil categories, extract rainfall intensity data, compute maximum soil storage, and estimate runoff depths for 10 year, 25 year, and 50 year return periods. The study reveals a significant increase in direct surface runoff depth, from 138.29 mm to 144.70 mm, for soil type D (Clay loam), the dominant soil type in the basin, during the 10 year return period, attributed to changes in land use and climate within the basin. The findings from this study hold valuable insights for mitigating environmental hazards in the area and improving water resource management.",Hydrology and Watershed Management Studies
the Densu River Basin,600,621,LOC,spacy,W4405887498,"To address these challenges and facilitate proper flood management, drainage network design, hydropower generation, and other applications, this study aims to estimate surface runoff depth in the Densu River Basin, Ghana.","Accurate estimation of runoff depth and volume is essential for effective watershed management. Runoff, resulting from rainfall, is influenced by numerous factors, including soil type, vegetation, land use patterns, and rainfall characteristics. The Densu River Basin, located in the Greater Accra region of Ghana, has experienced flooding incidents, partly attributed to changes in land use and land cover. To address these challenges and facilitate proper flood management, drainage network design, hydropower generation, and other applications, this study aims to estimate surface runoff depth in the Densu River Basin, Ghana. The Natural Resources Conservation Services Curve Number (NRCS-CN) method, combined with Geographic Information System (GIS) and Remote Sensing (RS), is employed for runoff depth estimation. The research involves supervised classification of Landsat images from 2001, 2011, and 2022 to determine land use patterns, calculate grass cover percentages, identify hydrologic soil categories, extract rainfall intensity data, compute maximum soil storage, and estimate runoff depths for 10 year, 25 year, and 50 year return periods. The study reveals a significant increase in direct surface runoff depth, from 138.29 mm to 144.70 mm, for soil type D (Clay loam), the dominant soil type in the basin, during the 10 year return period, attributed to changes in land use and climate within the basin. The findings from this study hold valuable insights for mitigating environmental hazards in the area and improving water resource management.",Hydrology and Watershed Management Studies
Ghana,623,628,GPE,spacy,W4405887498,"To address these challenges and facilitate proper flood management, drainage network design, hydropower generation, and other applications, this study aims to estimate surface runoff depth in the Densu River Basin, Ghana.","Accurate estimation of runoff depth and volume is essential for effective watershed management. Runoff, resulting from rainfall, is influenced by numerous factors, including soil type, vegetation, land use patterns, and rainfall characteristics. The Densu River Basin, located in the Greater Accra region of Ghana, has experienced flooding incidents, partly attributed to changes in land use and land cover. To address these challenges and facilitate proper flood management, drainage network design, hydropower generation, and other applications, this study aims to estimate surface runoff depth in the Densu River Basin, Ghana. The Natural Resources Conservation Services Curve Number (NRCS-CN) method, combined with Geographic Information System (GIS) and Remote Sensing (RS), is employed for runoff depth estimation. The research involves supervised classification of Landsat images from 2001, 2011, and 2022 to determine land use patterns, calculate grass cover percentages, identify hydrologic soil categories, extract rainfall intensity data, compute maximum soil storage, and estimate runoff depths for 10 year, 25 year, and 50 year return periods. The study reveals a significant increase in direct surface runoff depth, from 138.29 mm to 144.70 mm, for soil type D (Clay loam), the dominant soil type in the basin, during the 10 year return period, attributed to changes in land use and climate within the basin. The findings from this study hold valuable insights for mitigating environmental hazards in the area and improving water resource management.",Hydrology and Watershed Management Studies
the Yellow River,158,174,LOC,spacy,W4399310789,The northern section of the Yellow River (NSYR) experiences the most frequent water level fluctuations due to river ice.,"River ice monitoring plays a critical role in ice flood mitigation and control, hydrological research, and water resource regulation. The northern section of the Yellow River (NSYR) experiences the most frequent water level fluctuations due to river ice. However, accurate annual maps of river ice distribution are unavailable and their spatio-temporal changes in the NSYR are unknown. To address this issue, we developed an ice and water identification model. This model, based on Sentinel-1/2 images, leverages the River Ice Recognition Index (RDRI) and the unique spectral characteristics of the Yellow River ice, and achieves accurate monitoring of ice and water with the NSYR, attaining an accuracy of 94.61% and a kappa coefficient of 0.8013. We applied this model to extract the time series of river ice area in NSYR from November 2018 to March 2022. Our results confirm that temperature significantly influences the formation of river ice, which, in turn, has a regulatory effect on river runoff. As the temperature decreases in winter, the river ice area expands rapidly. River ice area and water level usually reach their peak in January. Overall, for every 1°C decrease in average temperature, the river ice area expands by 8.47%, the water level rises by 0.14m and the discharge decreases by 18.38 m³/s. The findings of this study offer substantial methodological reinforcement for the identification and monitoring of river ice, along with crucial support in the realms of ice flood mitigation, hydrological research, and water resource management.",Arctic and Antarctic ice dynamics
the River Ice Recognition Index,513,544,LOC,spacy,W4399310789,"This model, based on Sentinel-1/2 images, leverages the River Ice Recognition Index (RDRI) and the unique spectral characteristics of the Yellow River ice, and achieves accurate monitoring of ice and water with the NSYR, attaining an accuracy of 94.61% and a kappa coefficient of 0.8013.","River ice monitoring plays a critical role in ice flood mitigation and control, hydrological research, and water resource regulation. The northern section of the Yellow River (NSYR) experiences the most frequent water level fluctuations due to river ice. However, accurate annual maps of river ice distribution are unavailable and their spatio-temporal changes in the NSYR are unknown. To address this issue, we developed an ice and water identification model. This model, based on Sentinel-1/2 images, leverages the River Ice Recognition Index (RDRI) and the unique spectral characteristics of the Yellow River ice, and achieves accurate monitoring of ice and water with the NSYR, attaining an accuracy of 94.61% and a kappa coefficient of 0.8013. We applied this model to extract the time series of river ice area in NSYR from November 2018 to March 2022. Our results confirm that temperature significantly influences the formation of river ice, which, in turn, has a regulatory effect on river runoff. As the temperature decreases in winter, the river ice area expands rapidly. River ice area and water level usually reach their peak in January. Overall, for every 1°C decrease in average temperature, the river ice area expands by 8.47%, the water level rises by 0.14m and the discharge decreases by 18.38 m³/s. The findings of this study offer substantial methodological reinforcement for the identification and monitoring of river ice, along with crucial support in the realms of ice flood mitigation, hydrological research, and water resource management.",Arctic and Antarctic ice dynamics
Yellow River,599,611,LOC,spacy,W4399310789,"This model, based on Sentinel-1/2 images, leverages the River Ice Recognition Index (RDRI) and the unique spectral characteristics of the Yellow River ice, and achieves accurate monitoring of ice and water with the NSYR, attaining an accuracy of 94.61% and a kappa coefficient of 0.8013.","River ice monitoring plays a critical role in ice flood mitigation and control, hydrological research, and water resource regulation. The northern section of the Yellow River (NSYR) experiences the most frequent water level fluctuations due to river ice. However, accurate annual maps of river ice distribution are unavailable and their spatio-temporal changes in the NSYR are unknown. To address this issue, we developed an ice and water identification model. This model, based on Sentinel-1/2 images, leverages the River Ice Recognition Index (RDRI) and the unique spectral characteristics of the Yellow River ice, and achieves accurate monitoring of ice and water with the NSYR, attaining an accuracy of 94.61% and a kappa coefficient of 0.8013. We applied this model to extract the time series of river ice area in NSYR from November 2018 to March 2022. Our results confirm that temperature significantly influences the formation of river ice, which, in turn, has a regulatory effect on river runoff. As the temperature decreases in winter, the river ice area expands rapidly. River ice area and water level usually reach their peak in January. Overall, for every 1°C decrease in average temperature, the river ice area expands by 8.47%, the water level rises by 0.14m and the discharge decreases by 18.38 m³/s. The findings of this study offer substantial methodological reinforcement for the identification and monitoring of river ice, along with crucial support in the realms of ice flood mitigation, hydrological research, and water resource management.",Arctic and Antarctic ice dynamics
NSYR,819,823,GPE,spacy,W4399310789,We applied this model to extract the time series of river ice area in NSYR from November 2018 to March 2022.,"River ice monitoring plays a critical role in ice flood mitigation and control, hydrological research, and water resource regulation. The northern section of the Yellow River (NSYR) experiences the most frequent water level fluctuations due to river ice. However, accurate annual maps of river ice distribution are unavailable and their spatio-temporal changes in the NSYR are unknown. To address this issue, we developed an ice and water identification model. This model, based on Sentinel-1/2 images, leverages the River Ice Recognition Index (RDRI) and the unique spectral characteristics of the Yellow River ice, and achieves accurate monitoring of ice and water with the NSYR, attaining an accuracy of 94.61% and a kappa coefficient of 0.8013. We applied this model to extract the time series of river ice area in NSYR from November 2018 to March 2022. Our results confirm that temperature significantly influences the formation of river ice, which, in turn, has a regulatory effect on river runoff. As the temperature decreases in winter, the river ice area expands rapidly. River ice area and water level usually reach their peak in January. Overall, for every 1°C decrease in average temperature, the river ice area expands by 8.47%, the water level rises by 0.14m and the discharge decreases by 18.38 m³/s. The findings of this study offer substantial methodological reinforcement for the identification and monitoring of river ice, along with crucial support in the realms of ice flood mitigation, hydrological research, and water resource management.",Arctic and Antarctic ice dynamics
Japan,28,33,GPE,spacy,W4396877812,"Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019.","Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019. The consequent floods damaged built-up areas in the city center. Furthermore, rice production was affected because the flood occurred before rice harvesting. Although the effects of inundation using Sentinel-1 synthetic aperture radar (SAR) data have been studied, further quantitative analyses are necessary to detect flooded areas using SAR data because the changes in the backscattering coefficient are complex and vary between built-up and paddy areas. Here, we aimed to apply a learning-based method to detect flood-damaged areas in both built-up areas and paddy fields. The training and test data sets were derived from variations in backscattering coefficients measured by Sentinel-1 SAR before and during the flooding event. Moreover, changes in SAR data in built-up areas and paddy fields, where flood damage occurred, were used as training data. A support vector machine was applied as a classifier to detect areas damaged by floods. The proposed method can detect flood-damaged areas caused by Typhoon Hagibis in both built-up and paddy areas. Changing both the backscattering coefficient and texture (entropy) information improved the flood detection accuracy by a kappa coefficient of 0.15 when compared to that achieved using backscattering-only input. Furthermore, upon comparing F-values across categories using dual and single polarization, we found that VV (transmit V and receive V polarizations) enhanced the accuracy of detecting flooded built-up areas, while VH (transmit V and receive H polarizations) yielded improvements in identifying flooded paddy areas.",Synthetic Aperture Radar (SAR) Applications and Techniques
Koriyama City,52,65,GPE,spacy,W4396877812,"Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019.","Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019. The consequent floods damaged built-up areas in the city center. Furthermore, rice production was affected because the flood occurred before rice harvesting. Although the effects of inundation using Sentinel-1 synthetic aperture radar (SAR) data have been studied, further quantitative analyses are necessary to detect flooded areas using SAR data because the changes in the backscattering coefficient are complex and vary between built-up and paddy areas. Here, we aimed to apply a learning-based method to detect flood-damaged areas in both built-up areas and paddy fields. The training and test data sets were derived from variations in backscattering coefficients measured by Sentinel-1 SAR before and during the flooding event. Moreover, changes in SAR data in built-up areas and paddy fields, where flood damage occurred, were used as training data. A support vector machine was applied as a classifier to detect areas damaged by floods. The proposed method can detect flood-damaged areas caused by Typhoon Hagibis in both built-up and paddy areas. Changing both the backscattering coefficient and texture (entropy) information improved the flood detection accuracy by a kappa coefficient of 0.15 when compared to that achieved using backscattering-only input. Furthermore, upon comparing F-values across categories using dual and single polarization, we found that VV (transmit V and receive V polarizations) enhanced the accuracy of detecting flooded built-up areas, while VH (transmit V and receive H polarizations) yielded improvements in identifying flooded paddy areas.",Synthetic Aperture Radar (SAR) Applications and Techniques
Fukushima Prefecture,69,89,GPE,spacy,W4396877812,"Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019.","Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019. The consequent floods damaged built-up areas in the city center. Furthermore, rice production was affected because the flood occurred before rice harvesting. Although the effects of inundation using Sentinel-1 synthetic aperture radar (SAR) data have been studied, further quantitative analyses are necessary to detect flooded areas using SAR data because the changes in the backscattering coefficient are complex and vary between built-up and paddy areas. Here, we aimed to apply a learning-based method to detect flood-damaged areas in both built-up areas and paddy fields. The training and test data sets were derived from variations in backscattering coefficients measured by Sentinel-1 SAR before and during the flooding event. Moreover, changes in SAR data in built-up areas and paddy fields, where flood damage occurred, were used as training data. A support vector machine was applied as a classifier to detect areas damaged by floods. The proposed method can detect flood-damaged areas caused by Typhoon Hagibis in both built-up and paddy areas. Changing both the backscattering coefficient and texture (entropy) information improved the flood detection accuracy by a kappa coefficient of 0.15 when compared to that achieved using backscattering-only input. Furthermore, upon comparing F-values across categories using dual and single polarization, we found that VV (transmit V and receive V polarizations) enhanced the accuracy of detecting flooded built-up areas, while VH (transmit V and receive H polarizations) yielded improvements in identifying flooded paddy areas.",Synthetic Aperture Radar (SAR) Applications and Techniques
Japan,91,96,GPE,spacy,W4396877812,"Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019.","Typhoon Hagibis (No. 19, in Japan) made landfall in Koriyama City in Fukushima Prefecture, Japan, on October 13, 2019. The consequent floods damaged built-up areas in the city center. Furthermore, rice production was affected because the flood occurred before rice harvesting. Although the effects of inundation using Sentinel-1 synthetic aperture radar (SAR) data have been studied, further quantitative analyses are necessary to detect flooded areas using SAR data because the changes in the backscattering coefficient are complex and vary between built-up and paddy areas. Here, we aimed to apply a learning-based method to detect flood-damaged areas in both built-up areas and paddy fields. The training and test data sets were derived from variations in backscattering coefficients measured by Sentinel-1 SAR before and during the flooding event. Moreover, changes in SAR data in built-up areas and paddy fields, where flood damage occurred, were used as training data. A support vector machine was applied as a classifier to detect areas damaged by floods. The proposed method can detect flood-damaged areas caused by Typhoon Hagibis in both built-up and paddy areas. Changing both the backscattering coefficient and texture (entropy) information improved the flood detection accuracy by a kappa coefficient of 0.15 when compared to that achieved using backscattering-only input. Furthermore, upon comparing F-values across categories using dual and single polarization, we found that VV (transmit V and receive V polarizations) enhanced the accuracy of detecting flooded built-up areas, while VH (transmit V and receive H polarizations) yielded improvements in identifying flooded paddy areas.",Synthetic Aperture Radar (SAR) Applications and Techniques
Turkey,1100,1106,GPE,spacy,W4400525816,"The first dataset is the satellite images of the 2023 Turkey earthquake, the second dataset is associated with the satellite images of the 2023 Morocco earthquake, and the third dataset contains the satellite images of the 2023 Libya flood.","Natural disasters commonly occur in all regions around the world and cause huge financial and human losses. One of the main effects of earthquakes and floods is the destruction of buildings. Photogrammetric and remote sensing (RS) data track changes and detect damages in these events. Considering the evolution in deep learning (DL) techniques, the possibility of accurate information extraction from the RS-based data is increased. DL methods effectively show the damaged regions for decision making and immediate actions for crisis management. The present study is based only on postevent RS images, which apply an encoder–decoder network composed of pretrained EfficientViTB and Yolov8 network blocks as encoder path and the modified-Unet blocks as decoder path for building damage detection (BDD). Compared with methods that use only one network in their encoder path, the presented method achieves better results. To investigate the performance of the proposed method, three datasets affected by different natural disasters are considered. The first dataset is the satellite images of the 2023 Turkey earthquake, the second dataset is associated with the satellite images of the 2023 Morocco earthquake, and the third dataset contains the satellite images of the 2023 Libya flood. The proposed method ultimately reaches the overall accuracy of 97.62%, 98.63%, and 96.43% and the kappa coefficient of 0.86, 0.85, and 0.84 for the first, second, and third dataset, respectively, which shows the proper performance of the proposed method for BDD.",Remote-Sensing Image Classification
Morocco,1190,1197,GPE,spacy,W4400525816,"The first dataset is the satellite images of the 2023 Turkey earthquake, the second dataset is associated with the satellite images of the 2023 Morocco earthquake, and the third dataset contains the satellite images of the 2023 Libya flood.","Natural disasters commonly occur in all regions around the world and cause huge financial and human losses. One of the main effects of earthquakes and floods is the destruction of buildings. Photogrammetric and remote sensing (RS) data track changes and detect damages in these events. Considering the evolution in deep learning (DL) techniques, the possibility of accurate information extraction from the RS-based data is increased. DL methods effectively show the damaged regions for decision making and immediate actions for crisis management. The present study is based only on postevent RS images, which apply an encoder–decoder network composed of pretrained EfficientViTB and Yolov8 network blocks as encoder path and the modified-Unet blocks as decoder path for building damage detection (BDD). Compared with methods that use only one network in their encoder path, the presented method achieves better results. To investigate the performance of the proposed method, three datasets affected by different natural disasters are considered. The first dataset is the satellite images of the 2023 Turkey earthquake, the second dataset is associated with the satellite images of the 2023 Morocco earthquake, and the third dataset contains the satellite images of the 2023 Libya flood. The proposed method ultimately reaches the overall accuracy of 97.62%, 98.63%, and 96.43% and the kappa coefficient of 0.86, 0.85, and 0.84 for the first, second, and third dataset, respectively, which shows the proper performance of the proposed method for BDD.",Remote-Sensing Image Classification
Libya,1274,1279,GPE,spacy,W4400525816,"The first dataset is the satellite images of the 2023 Turkey earthquake, the second dataset is associated with the satellite images of the 2023 Morocco earthquake, and the third dataset contains the satellite images of the 2023 Libya flood.","Natural disasters commonly occur in all regions around the world and cause huge financial and human losses. One of the main effects of earthquakes and floods is the destruction of buildings. Photogrammetric and remote sensing (RS) data track changes and detect damages in these events. Considering the evolution in deep learning (DL) techniques, the possibility of accurate information extraction from the RS-based data is increased. DL methods effectively show the damaged regions for decision making and immediate actions for crisis management. The present study is based only on postevent RS images, which apply an encoder–decoder network composed of pretrained EfficientViTB and Yolov8 network blocks as encoder path and the modified-Unet blocks as decoder path for building damage detection (BDD). Compared with methods that use only one network in their encoder path, the presented method achieves better results. To investigate the performance of the proposed method, three datasets affected by different natural disasters are considered. The first dataset is the satellite images of the 2023 Turkey earthquake, the second dataset is associated with the satellite images of the 2023 Morocco earthquake, and the third dataset contains the satellite images of the 2023 Libya flood. The proposed method ultimately reaches the overall accuracy of 97.62%, 98.63%, and 96.43% and the kappa coefficient of 0.86, 0.85, and 0.84 for the first, second, and third dataset, respectively, which shows the proper performance of the proposed method for BDD.",Remote-Sensing Image Classification
US,65,67,GPE,spacy,W4393224289,Climate change brings intense hurricanes and storm surges to the US Atlantic coast.,"Climate change brings intense hurricanes and storm surges to the US Atlantic coast. These disruptive meteorological events, combined with sea level rise (SLR), inundate coastal areas and adversely impact infrastructure and environmental assets. Thus, storm surge projection and associated risk quantification are needed in coastal adaptation planning and emergency management. However, the projections can have large uncertainties depending on the planning time horizon. Excessive uncertainties arise from inadequately quantified ocean-climatic processes that control hurricane formation, storm track, and SLR in time of climate change. For this challenge, we propose an objective-based analytical-statistical approach using the National Oceanic and Atmospheric Administration's (NOAA)'s Sea, Lake, and Overland Surge from Hurricanes (SLOSH) model in scenario analysis of the storm surge impacts. In this approach, synthetic hurricanes (wind profile and track direction) are simulated to yield the likely range of the maximum envelope of water (MEOW), the maximum of the maximum (MOM), local wind speed, and directions. The surge height and time progression at a location are analyzed using a validated SLOSH model for a given adaptation or planning objective with a set of uncertainty tolerance. We further illustrate the approach in three case studies at Mattapoisett (MA), Bridgeport (CT), and Lower Chesapeake Bay along the US Atlantic coast. Simulated MOMs as the worst-case surge scenarios defined the long-term climate risk to the shoreside wastewater plants in Bridgeport and environmental assets in the Lower Chesapeake Bay. The wind-surge probability envelopes in simulated MEOWs provide location-specific estimates of the storm surge probability for local adaptation analysis at four locations in Lower Chesapeake Bay and at Mattapoisett of the southeastern Massachusetts coast. Using the constraints of local bathymetry and topography, the wind-surge probability curves and time progression also provide quantitative probability estimates for emergency response planning, as illustrated in the Mattapoisett case study.",Tropical and Extratropical Cyclones Research
Atlantic,68,76,LOC,spacy,W4393224289,Climate change brings intense hurricanes and storm surges to the US Atlantic coast.,"Climate change brings intense hurricanes and storm surges to the US Atlantic coast. These disruptive meteorological events, combined with sea level rise (SLR), inundate coastal areas and adversely impact infrastructure and environmental assets. Thus, storm surge projection and associated risk quantification are needed in coastal adaptation planning and emergency management. However, the projections can have large uncertainties depending on the planning time horizon. Excessive uncertainties arise from inadequately quantified ocean-climatic processes that control hurricane formation, storm track, and SLR in time of climate change. For this challenge, we propose an objective-based analytical-statistical approach using the National Oceanic and Atmospheric Administration's (NOAA)'s Sea, Lake, and Overland Surge from Hurricanes (SLOSH) model in scenario analysis of the storm surge impacts. In this approach, synthetic hurricanes (wind profile and track direction) are simulated to yield the likely range of the maximum envelope of water (MEOW), the maximum of the maximum (MOM), local wind speed, and directions. The surge height and time progression at a location are analyzed using a validated SLOSH model for a given adaptation or planning objective with a set of uncertainty tolerance. We further illustrate the approach in three case studies at Mattapoisett (MA), Bridgeport (CT), and Lower Chesapeake Bay along the US Atlantic coast. Simulated MOMs as the worst-case surge scenarios defined the long-term climate risk to the shoreside wastewater plants in Bridgeport and environmental assets in the Lower Chesapeake Bay. The wind-surge probability envelopes in simulated MEOWs provide location-specific estimates of the storm surge probability for local adaptation analysis at four locations in Lower Chesapeake Bay and at Mattapoisett of the southeastern Massachusetts coast. Using the constraints of local bathymetry and topography, the wind-surge probability curves and time progression also provide quantitative probability estimates for emergency response planning, as illustrated in the Mattapoisett case study.",Tropical and Extratropical Cyclones Research
